"T_degC","Salnty","STheta","BtlNum","RecInd","T_prec","T_qual","S_prec","S_qual","P_qual","O_qual","SThtaq","O2Satq","Chlqua","Phaqua","PO4q","SiO3qu","NO2q","NO3q","NH3q","C14A1p","C14A1q","C14A2p","C14A2q","DarkAp","DarkAq","MeanAp","MeanAq","R_Depth","R_TEMP","R_POTEMP","R_SALINITY","R_SIGMA","R_SVA","R_DYNHT","R_PRES","R_SAMP"
13.95,35.22,26.372,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,115,13.95,13.93,35.22,26.37,167.9,0.21,116,0.999404407385348
12.32,33.125,25.075,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,8.94766788032646,1,9,1,9,1,9,1,9,88,12.32,12.31,33.125,25.075,289.8,0.307,88,0.999404407385348
12.48,33.214,25.113,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,8.99999167102946,1,8.99999167101955,50,12.48,12.47,33.214,25.11,285.3,0.14,50,0.999404407385348
10.52,33.58,25.756,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,72,10.52,10.51,33.58,25.75,224.5,0.19,72,0.999404407385348
6.48,34.268,26.917,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,9,9,9,1,9,1,9,1,9,1,9,394,6.48,6.44,34.268,26.91,118.6,0.71,397,0.999404407385348
10.2,34.39,26.446,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,205,10.2,10.18,34.39,26.44,162.1,0.52,206,0.999404407385348
8.83,33.993,26.358,0.989444699403396,5,3,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,150,8.83,8.82,33.993,26.35,168.7,0.38,151,0.999404407385348
14.26,33.358,24.866,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,31,14.26,14.26,33.358,24.86,308.4,0.09,31,0.999404407385348
7.83,34.031,26.541,0.989444699403396,5,3,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,275,7.83,7.8,34.031,26.54,153.2,0.7,276,0.999404407385348
7.72,34.032,26.558,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,233,7.72,7.7,34.032,26.55,150.8,0.52,234,0.999404407385348
10.64,33.684,25.818,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,125,10.64,10.63,33.684,25.81,219.9,0.33,126,0.999404407385348
4.97,34.4,27.21,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8,8.46701001169804,8,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,685,4.97,4.91,34.4,27.21,93.1,1,690,0.999404407385348
19.57,33.515,23.743,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,11,19.57,19.57,33.515,23.74,415,0.04,11,0.999404407385348
7.97,34.038,26.527,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,256,7.97,7.94,34.038,26.52,154.3,0.62,257,0.999404407385348
5.12,34.34,27.144,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,600,5.12,5.07,34.34,27.14,98.5,0.98,604,0.999404407385348
16.92,33.8403502938806,25.8193937373642,0.989444699403396,3,2,7.47182946339776,2.71678721579824,9,9,8.75561523966298,9,9,9,9,8.99932047473804,8.99968680632495,9,9,9,1,9,1,9,1,9,1,9,71,16.92,10.8422950455292,33.8402954670835,25.8110102536062,220.938918250642,0.431763052336453,72,0.999404407385348
12.69,33.316,25.151,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,50,12.69,12.68,33.316,25.15,281.7,0.17,50,0.999404407385348
13.41,32.798,24.607,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,30,13.41,13.41,32.798,24.6,333,0.1,30,0.999404407385348
10.12,32.45,24.942,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,10,10.12,10.12,32.45,24.94,300.5,0.03,10,0.999404407385348
8.25,33.778,26.279,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,125,8.25,8.24,33.778,26.27,175.5,0.29,126,0.999404407385348
7.93,33.998,26.502,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,300,7.93,7.9,33.998,26.5,157.4,0.74,302,0.999404407385348
15.82,33.066,24.302,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,3,15.82,15.82,33.066,24.3,361.4,0.01,3,0.999404407385348
11.69,34.265,26.081,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,150,11.69,11.67,34.265,26.08,195.9,0.4,151,0.999404407385348
9.41,34.02,26.288,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,139,9.41,9.39,34.02,26.28,175.3,0.34,140,0.999404407385348
13.47,33.454,25.103,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,53,13.47,13.46,33.454,25.1,286.4,0.16,53,0.999404407385348
11.57,33.242,25.307,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,108,11.57,11.56,33.242,25.3,268.2,0.34,108,0.999404407385348
11.71,33.372,25.382,0.989444699403396,3,3,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,125,11.71,11.69,33.372,25.38,261.5,0.41,126,0.999404407385348
25,34.182,22.726,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,10,25,25,34.182,22.72,512.2,0.05,10,0.999404407385348
3.36,33.8403502938806,25.8193937373642,0.989444699403396,7,2,7.47182946339776,2.71678721579824,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,1200,3.36,10.8422950455292,33.8402954670835,25.8110102536062,220.938918250642,0.431763052336453,1212,0.999404407385348
5.34,34.51,27.254,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,700,5.34,5.28,34.51,27.25,89.7,1.08,705,0.999404407385348
8.79,34.002,26.373,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,170,8.79,8.77,34.002,26.373,167.7,0.39,171,0.999404407385348
7.22,34.089,26.675,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,300,7.22,7.19,34.089,26.67,140.6,0.62,302,0.999404407385348
12.74,33.28,25.115,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,9,9,9,9,1,9,1,9,1,9,1,9,87,12.74,12.73,33.28,25.11,286.2,0.26,87,0.999404407385348
12.75,33.722,25.453,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,21,12.75,12.75,33.722,25.45,252.2,0.05,21,0.999404407385348
5.57,34.193,26.973,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,476,5.57,5.53,34.193,26.97,113.5,0.74,479,0.999404407385348
8.6,34.241,26.591,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,250,8.6,8.57,34.241,26.59,148.5,0.52,251,0.999404407385348
10.66,32.84,25.155,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,30,10.66,10.66,32.84,25.15,280.7,0.08,30,0.999404407385348
9.19,33.942,26.264,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,9,9,9,9,1,9,1,9,1,9,1,9,250,9.19,9.16,33.942,26.26,179.7,0.66,251,0.999404407385348
14.28,33.285,24.805,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,2,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,8.94766788032646,1,8.99999175116809,1,8.99999175134306,1,8.99999167102946,1,8.99999167101955,18,14.28,14.28,33.285,24.805,313.9,0.057,18,0.999404407385348
5.85,34.249,26.984,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,6,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,500,5.85,5.81,34.249,26.984,113.2,0.883,504,0.999404407385348
15.41,33.53,24.751,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,50,15.41,15.4,33.53,24.75,320,0.16,50,0.999404407385348
16.36,33.67,24.645,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,39,16.36,16.35,33.67,24.64,329.9,0.13,39,0.999404407385348
16.17,33.854,24.832,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,92,16.17,16.16,33.854,24.83,313.8,0.34,92,0.999404407385348
14.73,33.388,24.79,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,50,14.73,14.72,33.388,24.79,316.3,0.15,50,0.999404407385348
7.7,34.038,26.566,0.989444699403396,7,2,7.47182946339776,3,6,8.99999554734288,6,8.46701001169804,2,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,8.94766788032646,1,9,1,9,1,9,1,9,250,7.7,7.68,34.038,26.566,150.3,0.586,251,0.999404407385348
11.63,33.48,25.478,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,10,11.63,11.63,33.48,25.47,249.5,0.02,10,0.999404407385348
20.7,33.616,23.523,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,1,20.7,20.7,33.616,23.52,435.6,0.004,1,0.999404407385348
15.2,33.07,24.442,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,10,15.2,15.2,33.07,24.44,348.2,0.03,10,0.999404407385348
5.56,34.224,26.998,0.989444699403396,5,3,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,500,5.56,5.52,34.224,26.99,111.5,0.91,503,0.999404407385348
2.04,34.66,27.708,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,2058,2.04,1.9,34.66,27.7,48.1,2.08,2080,0.999404407385348
10.89,33.582,25.694,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,125,10.89,10.87,33.582,25.69,231.7,0.36,126,0.999404407385348
14.95,32.906,24.371,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,31,14.95,14.95,32.906,24.37,355.6,0.11,31,0.999404407385348
6.78,34.371,26.96,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,500,6.78,6.73,34.371,26.96,116.6,1.08,503,0.999404407385348
8.39,33.775,26.256,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,150,8.39,8.37,33.775,26.25,178.2,0.4,151,0.999404407385348
3.99,34.45,27.356,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,828,3.99,3.93,34.45,27.35,79,1.14,835,0.999404407385348
13.32,33.445,25.128,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,85,13.32,13.31,33.445,25.12,285,0.25,85,0.999404407385348
7.82,34.153,26.64,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,280,7.82,7.79,34.153,26.64,144,0.58,282,0.999404407385348
15.56,33.65,24.81,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,20,15.56,15.56,33.65,24.81,313.5,0.06,20,0.999404407385348
14.734,33.4487,24.83776,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,8.94766788032646,1,8.99999175116809,1,8.99999175134306,1,8.99999167102946,1,8.99999167101955,55,14.73,14.73,33.449,24.838,312,0.172,55,0.999404407385348
19.57,33.405,23.659,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,20,19.57,19.57,33.405,23.65,423.3,0.08,20,0.999404407385348
9.68,33.57,25.891,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,100,9.68,9.67,33.57,25.89,212.2,0.25,101,0.999404407385348
13.3,33.3,25.018,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,52,13.3,13.29,33.3,25.01,294.4,0.16,52,0.999404407385348
22.76,34.51,23.634,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,20,22.76,22.76,34.51,23.63,425.9,0.08,20,0.999404407385348
10.7,33.44,25.618,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,161,10.7,10.68,33.44,25.61,239.7,0.5,162,0.999404407385348
17.32,33.772,24.498,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,31,17.32,17.31,33.772,24.49,343.6,0.13,31,0.999404407385348
10.72,34.61,26.528,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,250,10.72,10.69,34.61,26.52,155.7,0.63,251,0.999404407385348
10.06,33.68,25.913,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,99,10.06,10.05,33.68,25.91,210.1,0.29,99,0.999404407385348
9.71,33.923,26.163,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,150,9.71,9.69,33.923,26.16,187.5,0.38,151,0.999404407385348
6.24,34.39,27.047,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,550,6.24,6.19,34.39,27.04,108.5,0.98,554,0.999404407385348
18.8,33.38,23.836,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,8.99999167102946,1,8.99999167101955,20,18.8,18.8,33.38,23.83,406.4,0.08,20,0.999404407385348
15.84,33.529,24.656,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,77,15.84,15.83,33.529,24.65,330,0.25,77,0.999404407385348
9.25,34.066,26.35,0.989444699403396,5,3,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,175,9.25,9.23,34.066,26.35,170.1,0.48,176,0.999404407385348
15.84,33.78,24.849,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,81,15.84,15.83,33.78,24.84,311.7,0.28,81,0.999404407385348
10.08,34.4,26.474,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,202,10.08,10.06,34.4,26.47,159.3,0.51,203,0.999404407385348
5.55,34.171,26.959,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,521,5.55,5.51,34.171,26.95,115.5,0.99,525,0.999404407385348
17.47,33.437,24.205,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,20,17.47,17.47,33.437,24.2,371.2,0.07,20,0.999404407385348
9.33,33.476,25.875,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,125,9.33,9.32,33.476,25.87,214.1,0.36,126,0.999404407385348
11.14,33.487,25.574,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,75,11.14,11.13,33.487,25.57,241.9,0.19,75,0.999404407385348
